id,neighborhood,age,data,latitude,longitude,main_reason,race,genre,address,police_action
FC-01045,COHAB,10,21/10/2022 18:26:34,-8.060515,-34.904876,HOMICIDIO/TENTATIVA,BRANCA,HOMEM CIS,"Rua 434, COHAB - Recife/PE",False
FC-01046,CURADO,35,09/06/2022 05:36:18,-8.067145,-34.913063,TIRO,PRETA,HOMEM CIS,"Rua 169, CURADO - Recife/PE",False
FC-01047,NOVA DESCOBERTA,35,23/02/2024 08:46:56,-8.015803,-34.86246,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 41, NOVA DESCOBERTA - Recife/PE",False
FC-01048,IPUTINGA,10,26/08/2023 15:36:52,-8.028297,-34.894808,TIRO,BRANCA,HOMEM CIS,"Rua 65, IPUTINGA - Recife/PE",False
FC-01049,JARDIM SAO PAULO,35,09/10/2023 21:21:20,-8.00359,-34.857123,TIRO,BRANCA,HOMEM CIS,"Rua 210, JARDIM SAO PAULO - Recife/PE",False
FC-01050,ESTACAO,20,15/03/2024 00:07:26,-8.053332,-34.87369,TIRO,PRETA,NAO IDENTIFICADO,"Rua 284, ESTACAO - Recife/PE",False
FC-01051,AFLITOS,40,23/01/2024 04:04:08,-8.046108,-34.880721,ROUBO,NAO IDENTIFICADO,HOMEM CIS,"Rua 272, AFLITOS - Recife/PE",False
FC-01052,JARDIM SAO PAULO,26,10/12/2022 02:57:52,-8.008116,-34.859894,DISPARO,NAO IDENTIFICADO,MULHER CIS,"Rua 303, JARDIM SAO PAULO - Recife/PE",False
FC-01053,BREJO DA GUARDEIRA,15,14/08/2025 19:47:53,-8.069672,-34.896014,HOMICIDIO/TENTATIVA,PRETA,HOMEM CIS,"Rua 388, BREJO DA GUARDEIRA - Recife/PE",False
FC-01054,SAN MARTIN,33,03/09/2025 03:00:37,-8.04182,-34.876632,AMEACA,NAO IDENTIFICADO,HOMEM CIS,"Rua 346, SAN MARTIN - Recife/PE",False
FC-01055,SANTO AMARO,24,08/02/2023 11:21:03,-8.060084,-34.873463,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 460, SANTO AMARO - Recife/PE",False
FC-01056,ALTO JOSE DO PINHO,10,05/03/2021 01:47:56,-8.02117,-34.884526,HOMICIDIO/TENTATIVA,BRANCA,HOMEM CIS,"Rua 108, ALTO JOSE DO PINHO - Recife/PE",False
FC-01057,ESTACAO,28,04/03/2021 11:31:28,-8.054248,-34.873837,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,"Rua 87, ESTACAO - Recife/PE",False
FC-01058,IPUTINGA,40,09/11/2025 03:13:35,-8.031951,-34.890672,AMEACA,AMARELA,MULHER CIS,"Rua 387, IPUTINGA - Recife/PE",False
FC-01059,VARZEA,17,01/04/2022 17:52:01,-8.037257,-34.9194,ROUBO,NAO IDENTIFICADO,HOMEM CIS,"Rua 145, VARZEA - Recife/PE",False
FC-01060,JARDIM SAO PAULO,23,04/05/2024 20:58:54,-8.002074,-34.853453,DISPARO,PRETA,HOMEM CIS,"Rua 456, JARDIM SAO PAULO - Recife/PE",False
FC-01061,ESTACAO,41,12/02/2024 21:47:50,-8.051434,-34.874311,OUTRO,PARDA,HOMEM CIS,"Rua 39, ESTACAO - Recife/PE",False
FC-01062,IPUTINGA,26,23/02/2022 20:57:59,-8.030341,-34.889008,TIRO,NAO IDENTIFICADO,HOMEM CIS,"Rua 52, IPUTINGA - Recife/PE",True
FC-01063,JARDIM SAO PAULO,15,02/11/2023 22:40:00,-8.002319,-34.852321,AMEACA,NAO IDENTIFICADO,HOMEM CIS,"Rua 301, JARDIM SAO PAULO - Recife/PE",False
FC-01064,CORDOARIA,57,24/03/2019 17:08:12,-8.059229,-34.870863,HOMICIDIO/TENTATIVA,PRETA,MULHER CIS,"Rua 46, CORDOARIA - Recife/PE",False
FC-01065,JAQUEIRA,63,20/09/2018 05:11:02,-8.039853,-34.872605,HOMICIDIO/TENTATIVA,PRETA,MULHER CIS,"Rua 135, JAQUEIRA - Recife/PE",False
FC-01066,BREJO DA GUARDEIRA,10,10/03/2022 21:56:18,-8.067862,-34.905649,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 251, BREJO DA GUARDEIRA - Recife/PE",False
FC-01067,POCO DA PANELA,25,25/02/2019 21:26:28,-8.033688,-34.861444,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 340, POCO DA PANELA - Recife/PE",False
FC-01068,ESTACAO,35,23/07/2021 03:56:30,-8.052333,-34.867163,TIRO,BRANCA,HOMEM CIS,"Rua 443, ESTACAO - Recife/PE",False
FC-01069,ALTO JOSE DO PINHO,18,02/07/2022 18:20:16,-8.022031,-34.887318,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 211, ALTO JOSE DO PINHO - Recife/PE",False
FC-01070,CORDOARIA,39,08/12/2020 13:52:02,-8.055299,-34.871646,ROUBO,NAO IDENTIFICADO,HOMEM CIS,"Rua 210, CORDOARIA - Recife/PE",False
FC-01071,NOVA DESCOBERTA,48,20/10/2019 12:38:34,-8.018534,-34.859998,AMEACA,NAO IDENTIFICADO,MULHER CIS,"Rua 370, NOVA DESCOBERTA - Recife/PE",True
FC-01072,IBURA,48,03/09/2021 19:33:13,-8.079793,-34.886655,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,"Rua 102, IBURA - Recife/PE",False
FC-01073,ROSARINHO,8,12/03/2020 13:13:35,-8.041573,-34.867206,TIRO,NAO IDENTIFICADO,MULHER CIS,"Rua 482, ROSARINHO - Recife/PE",False
FC-01074,IBURA,42,02/08/2022 03:19:01,-8.08515,-34.889728,DISPARO,PARDA,MULHER CIS,"Rua 396, IBURA - Recife/PE",False
FC-01075,BOA VISTA,46,05/07/2021 21:56:17,-8.047914,-34.874149,AMEACA,PRETA,HOMEM CIS,"Rua 40, BOA VISTA - Recife/PE",False
FC-01076,COHAB,18,20/09/2018 22:06:47,-8.067541,-34.901251,DISPARO,PARDA,HOMEM CIS,"Rua 201, COHAB - Recife/PE",False
FC-01077,VARZEA,39,10/01/2022 10:12:06,-8.035117,-34.916254,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 336, VARZEA - Recife/PE",False
FC-01078,MANGABEIRA,10,16/05/2021 11:44:34,-8.013213,-34.864266,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 196, MANGABEIRA - Recife/PE",False
FC-01079,IBURA,14,15/02/2022 06:01:25,-8.081432,-34.888978,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 229, IBURA - Recife/PE",False
FC-01080,CORDOARIA,14,04/02/2024 18:13:55,-8.057446,-34.870186,HOMICIDIO/TENTATIVA,PRETA,HOMEM CIS,"Rua 304, CORDOARIA - Recife/PE",False
FC-01081,NOVA DESCOBERTA,30,25/10/2024 07:49:31,-8.006395,-34.870006,DISPARO,PRETA,HOMEM CIS,"Rua 160, NOVA DESCOBERTA - Recife/PE",False
FC-01082,ESPINHEIRO,46,09/01/2023 20:48:35,-8.042518,-34.865684,TIRO,NAO IDENTIFICADO,MULHER CIS,"Rua 280, ESPINHEIRO - Recife/PE",False
FC-01083,ALTO JOSE DO PINHO,38,28/09/2022 21:46:05,-8.022199,-34.884313,DISPARO,NAO IDENTIFICADO,MULHER CIS,"Rua 218, ALTO JOSE DO PINHO - Recife/PE",False
FC-01084,BOA VISTA,10,07/03/2024 15:07:02,-8.04819,-34.874106,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,"Rua 254, BOA VISTA - Recife/PE",False
FC-01085,VARZEA,37,01/07/2022 11:27:18,-8.031826,-34.913897,TIRO,NAO IDENTIFICADO,HOMEM CIS,"Rua 451, VARZEA - Recife/PE",False
FC-01086,SANTO AMARO,31,10/03/2023 17:13:51,-8.060643,-34.872137,DISPARO,PRETA,HOMEM CIS,"Rua 366, SANTO AMARO - Recife/PE",False
FC-01087,CORDOARIA,44,24/12/2021 23:59:08,-8.053691,-34.873714,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 367, CORDOARIA - Recife/PE",False
FC-01088,CAXANGA,30,10/01/2018 20:12:44,-8.027714,-34.916482,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 235, CAXANGA - Recife/PE",False
FC-01089,IPUTINGA,37,08/09/2021 13:00:59,-8.022176,-34.895635,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 146, IPUTINGA - Recife/PE",False
FC-01090,CASA AMARELA,26,09/07/2023 18:41:42,-8.031306,-34.858061,HOMICIDIO/TENTATIVA,PRETA,MULHER CIS,"Rua 304, CASA AMARELA - Recife/PE",False
FC-01091,VARZEA,27,19/09/2019 19:24:21,-8.037619,-34.912356,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 437, VARZEA - Recife/PE",False
FC-01092,BREJO DA GUARDEIRA,38,07/08/2023 04:50:14,-8.072749,-34.895934,ROUBO,PARDA,HOMEM CIS,"Rua 47, BREJO DA GUARDEIRA - Recife/PE",False
FC-01093,JARDIM SAO PAULO,44,02/02/2018 03:51:28,-8.004597,-34.854761,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 242, JARDIM SAO PAULO - Recife/PE",False
FC-01094,IPUTINGA,36,23/07/2021 16:19:53,-8.030585,-34.89291,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 272, IPUTINGA - Recife/PE",False
FC-01095,COHAB,10,23/05/2023 03:27:35,-8.062371,-34.909684,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 356, COHAB - Recife/PE",False
FC-01096,POCO DA PANELA,48,28/01/2021 14:29:49,-8.03599,-34.862635,DISPARO,PRETA,HOMEM CIS,"Rua 373, POCO DA PANELA - Recife/PE",False
FC-01097,ESTACAO,22,06/06/2020 22:00:12,-8.053864,-34.866744,ROUBO,PARDA,HOMEM CIS,"Rua 270, ESTACAO - Recife/PE",False
FC-01098,VARZEA,10,01/09/2025 19:02:41,-8.031169,-34.913986,ROUBO,NAO IDENTIFICADO,HOMEM CIS,"Rua 246, VARZEA - Recife/PE",False
FC-01099,CORDOARIA,15,27/10/2018 01:45:59,-8.061226,-34.867971,HOMICIDIO/TENTATIVA,PRETA,NAO IDENTIFICADO,"Rua 312, CORDOARIA - Recife/PE",False
FC-01100,VASCO DA GAMA,18,02/02/2024 14:39:57,-8.05846,-34.876588,ROUBO,NAO IDENTIFICADO,HOMEM CIS,"Rua 362, VASCO DA GAMA - Recife/PE",False
FC-01101,AFLITOS,36,15/01/2024 19:03:20,-8.047814,-34.87135,DISPARO,NAO IDENTIFICADO,MULHER CIS,"Rua 279, AFLITOS - Recife/PE",False
FC-01102,NOVA DESCOBERTA,17,28/11/2021 22:57:45,-8.011698,-34.861816,TIRO,PRETA,MULHER CIS,"Rua 301, NOVA DESCOBERTA - Recife/PE",False
FC-01103,AFLITOS,36,22/11/2021 01:12:52,-8.043915,-34.866716,TIRO,NAO IDENTIFICADO,HOMEM CIS,"Rua 76, AFLITOS - Recife/PE",False
FC-01104,AFLITOS,29,14/09/2020 04:47:53,-8.048546,-34.870652,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 2, AFLITOS - Recife/PE",False
FC-01105,IPUTINGA,55,19/02/2024 22:05:07,-8.031044,-34.894084,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 94, IPUTINGA - Recife/PE",False
FC-01106,AFLITOS,34,07/01/2024 19:29:05,-8.045162,-34.874947,BRIGA,PRETA,HOMEM CIS,"Rua 483, AFLITOS - Recife/PE",False
FC-01107,NOVA DESCOBERTA,47,05/12/2020 12:24:45,-8.00804,-34.864412,ROUBO,PRETA,MULHER CIS,"Rua 143, NOVA DESCOBERTA - Recife/PE",False
FC-01108,VARZEA,19,10/03/2025 09:28:16,-8.039647,-34.914226,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 182, VARZEA - Recife/PE",False
FC-01109,MANGABEIRA,43,02/03/2023 22:37:24,-8.008574,-34.870007,DISPARO,PRETA,HOMEM CIS,"Rua 292, MANGABEIRA - Recife/PE",False
FC-01110,VARZEA,22,11/04/2024 20:32:35,-8.038276,-34.912496,AMEACA,NAO IDENTIFICADO,HOMEM CIS,"Rua 407, VARZEA - Recife/PE",False
FC-01111,NOVA DESCOBERTA,40,17/02/2020 19:11:30,-8.019637,-34.86023,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 301, NOVA DESCOBERTA - Recife/PE",False
FC-01112,IPUTINGA,36,21/02/2021 13:57:00,-8.023801,-34.897026,ROUBO,PRETA,HOMEM CIS,"Rua 244, IPUTINGA - Recife/PE",False
FC-01113,IPUTINGA,13,18/08/2021 04:01:28,-8.028447,-34.891492,ROUBO,NAO IDENTIFICADO,HOMEM CIS,"Rua 234, IPUTINGA - Recife/PE",False
FC-01114,BREJO DA GUARDEIRA,51,12/12/2020 19:30:43,-8.067882,-34.900728,DISPARO,PRETA,HOMEM CIS,"Rua 21, BREJO DA GUARDEIRA - Recife/PE",False
FC-01115,GRACO,17,14/07/2022 21:36:25,-8.03931,-34.872894,ROUBO,PARDA,MULHER CIS,"Rua 84, GRACO - Recife/PE",False
FC-01116,ALTO JOSE DO PINHO,54,19/04/2025 21:08:42,-8.020853,-34.880228,BRIGA,PARDA,MULHER CIS,"Rua 492, ALTO JOSE DO PINHO - Recife/PE",False
FC-01117,IBURA,38,06/07/2021 16:42:09,-8.082411,-34.893558,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,"Rua 89, IBURA - Recife/PE",False
FC-01118,IPUTINGA,25,05/04/2019 20:54:49,-8.026715,-34.892769,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 245, IPUTINGA - Recife/PE",False
FC-01119,VARZEA,22,22/08/2020 14:29:45,-8.035497,-34.914764,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 470, VARZEA - Recife/PE",False
FC-01120,COHAB,10,27/05/2024 20:55:27,-8.063625,-34.907939,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,"Rua 274, COHAB - Recife/PE",False
FC-01121,IBURA,16,06/10/2020 21:23:23,-8.087062,-34.897382,DISPARO,PRETA,HOMEM CIS,"Rua 422, IBURA - Recife/PE",False
FC-01122,IBURA,13,07/08/2020 01:19:27,-8.084127,-34.88614,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 197, IBURA - Recife/PE",False
FC-01123,SANTO AMARO,23,09/01/2024 23:26:11,-8.057467,-34.868799,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 350, SANTO AMARO - Recife/PE",False
FC-01124,ALTO JOSE DO PINHO,31,28/11/2024 15:51:00,-8.020232,-34.888586,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,"Rua 66, ALTO JOSE DO PINHO - Recife/PE",False
FC-01125,MANGABEIRA,47,14/07/2025 21:19:27,-8.004578,-34.875048,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 325, MANGABEIRA - Recife/PE",False
FC-01126,COHAB,17,11/12/2024 21:23:07,-8.065839,-34.907894,DISPARO,BRANCA,HOMEM CIS,"Rua 218, COHAB - Recife/PE",False
FC-01127,ALTO JOSE DO PINHO,36,19/12/2021 09:32:52,-8.022185,-34.878505,HOMICIDIO/TENTATIVA,PRETA,HOMEM CIS,"Rua 447, ALTO JOSE DO PINHO - Recife/PE",False
FC-01128,SAN MARTIN,44,02/06/2022 22:43:23,-8.039362,-34.874919,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 173, SAN MARTIN - Recife/PE",False
FC-01129,SANTO AMARO,43,01/07/2020 16:19:40,-8.059692,-34.872449,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 58, SANTO AMARO - Recife/PE",True
FC-01130,CORDOARIA,30,05/02/2019 20:40:31,-8.055415,-34.872583,HOMICIDIO/TENTATIVA,PRETA,HOMEM CIS,"Rua 141, CORDOARIA - Recife/PE",False
FC-01131,IPUTINGA,11,27/12/2025 17:29:02,-8.030408,-34.893222,ROUBO,PRETA,HOMEM CIS,"Rua 191, IPUTINGA - Recife/PE",False
FC-01132,IBURA,29,24/09/2019 02:59:40,-8.076082,-34.896158,AMEACA,PRETA,HOMEM CIS,"Rua 217, IBURA - Recife/PE",False
FC-01133,ESTACAO,36,27/02/2024 22:07:50,-8.048533,-34.864186,TIRO,PRETA,HOMEM CIS,"Rua 134, ESTACAO - Recife/PE",False
FC-01134,ROSARINHO,25,12/01/2023 18:13:48,-8.038526,-34.863291,AMEACA,NAO IDENTIFICADO,HOMEM CIS,"Rua 141, ROSARINHO - Recife/PE",False
FC-01135,ESPINHEIRO,32,22/03/2023 11:00:26,-8.042297,-34.866692,TIRO,NAO IDENTIFICADO,HOMEM CIS,"Rua 401, ESPINHEIRO - Recife/PE",False
FC-01136,ESTACAO,10,04/06/2025 06:01:45,-8.050954,-34.870621,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 33, ESTACAO - Recife/PE",False
FC-01137,BREJO DA GUARDEIRA,27,11/10/2021 18:30:59,-8.063859,-34.902025,DISPARO,PRETA,HOMEM CIS,"Rua 176, BREJO DA GUARDEIRA - Recife/PE",False
FC-01138,IPUTINGA,25,18/04/2024 20:43:24,-8.022025,-34.895496,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 17, IPUTINGA - Recife/PE",False
FC-01139,SANTO AMARO,23,07/02/2025 21:33:23,-8.058441,-34.867478,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 385, SANTO AMARO - Recife/PE",False
FC-01140,IPUTINGA,32,19/06/2019 15:48:01,-8.031878,-34.894597,TIRO,NAO IDENTIFICADO,HOMEM CIS,"Rua 146, IPUTINGA - Recife/PE",False
FC-01141,MANGABEIRA,22,28/10/2019 03:25:13,-8.010232,-34.868722,ROUBO,NAO IDENTIFICADO,HOMEM CIS,"Rua 57, MANGABEIRA - Recife/PE",False
FC-01142,MANGABEIRA,35,18/07/2024 15:48:13,-8.015328,-34.866808,AMEACA,NAO IDENTIFICADO,HOMEM CIS,"Rua 307, MANGABEIRA - Recife/PE",False
FC-01143,NOVA DESCOBERTA,33,25/11/2023 19:32:34,-8.010846,-34.863667,TIRO,PRETA,HOMEM CIS,"Rua 116, NOVA DESCOBERTA - Recife/PE",False
FC-01144,CAXANGA,43,13/03/2022 11:34:53,-8.0236,-34.915961,AMEACA,NAO IDENTIFICADO,HOMEM CIS,"Rua 238, CAXANGA - Recife/PE",False
FC-01145,SANTO AMARO,36,14/07/2021 04:01:39,-8.058294,-34.863183,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 313, SANTO AMARO - Recife/PE",False
FC-01146,VASCO DA GAMA,36,20/06/2025 08:36:40,-8.053279,-34.883829,TIRO,PRETA,NAO IDENTIFICADO,"Rua 47, VASCO DA GAMA - Recife/PE",False
FC-01147,JAQUEIRA,14,28/09/2021 05:58:10,-8.037122,-34.867563,AMEACA,PRETA,HOMEM CIS,"Rua 371, JAQUEIRA - Recife/PE",False
FC-01148,CURADO,22,03/05/2021 22:13:36,-8.069577,-34.905234,ROUBO,BRANCA,HOMEM CIS,"Rua 126, CURADO - Recife/PE",False
FC-01149,BOA VISTA,38,04/11/2022 21:53:21,-8.053423,-34.875335,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 466, BOA VISTA - Recife/PE",False
FC-01150,VARZEA,20,14/11/2018 21:30:55,-8.036163,-34.916241,HOMICIDIO/TENTATIVA,BRANCA,HOMEM CIS,"Rua 401, VARZEA - Recife/PE",False
FC-01151,ESTACAO,24,18/11/2024 20:28:30,-8.056765,-34.871383,HOMICIDIO/TENTATIVA,PRETA,HOMEM CIS,"Rua 31, ESTACAO - Recife/PE",False
FC-01152,IPUTINGA,23,17/12/2021 19:28:27,-8.036788,-34.886841,AMEACA,PARDA,HOMEM CIS,"Rua 54, IPUTINGA - Recife/PE",False
FC-01153,VARZEA,43,12/03/2019 15:21:09,-8.036129,-34.914944,AMEACA,PARDA,HOMEM CIS,"Rua 408, VARZEA - Recife/PE",False
FC-01154,ALTO JOSE DO PINHO,15,16/12/2022 21:48:16,-8.014913,-34.879308,TIRO,NAO IDENTIFICADO,HOMEM CIS,"Rua 353, ALTO JOSE DO PINHO - Recife/PE",False
FC-01155,SAN MARTIN,31,05/03/2023 17:01:14,-8.036929,-34.877474,DISPARO,PRETA,HOMEM CIS,"Rua 289, SAN MARTIN - Recife/PE",False
FC-01156,CORDOARIA,13,23/08/2023 15:18:09,-8.059235,-34.872604,HOMICIDIO/TENTATIVA,BRANCA,HOMEM CIS,"Rua 356, CORDOARIA - Recife/PE",False
FC-01157,COHAB,24,19/04/2020 12:37:00,-8.065656,-34.905274,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,"Rua 370, COHAB - Recife/PE",False
FC-01158,ALTO JOSE DO PINHO,30,21/06/2025 03:54:32,-8.019843,-34.888182,DISPARO,NAO IDENTIFICADO,MULHER CIS,"Rua 192, ALTO JOSE DO PINHO - Recife/PE",False
FC-01159,CORDOARIA,21,13/08/2022 00:04:21,-8.061854,-34.870067,ROUBO,PRETA,MULHER CIS,"Rua 106, CORDOARIA - Recife/PE",False
FC-01160,NOVA DESCOBERTA,10,16/06/2023 16:58:40,-8.011539,-34.860841,AMEACA,PARDA,HOMEM CIS,"Rua 431, NOVA DESCOBERTA - Recife/PE",False
FC-01161,ESPINHEIRO,26,22/06/2024 01:40:06,-8.049809,-34.869084,ROUBO,PARDA,HOMEM CIS,"Rua 260, ESPINHEIRO - Recife/PE",False
FC-01162,IBURA,29,15/01/2025 18:15:15,-8.085032,-34.893546,TIRO,NAO IDENTIFICADO,HOMEM CIS,"Rua 379, IBURA - Recife/PE",False
FC-01163,VARZEA,53,02/03/2023 23:17:35,-8.033005,-34.917774,HOMICIDIO/TENTATIVA,PARDA,MULHER CIS,"Rua 381, VARZEA - Recife/PE",False
FC-01164,VARZEA,9,07/01/2022 06:37:48,-8.035981,-34.91564,ROUBO,NAO IDENTIFICADO,MULHER CIS,"Rua 238, VARZEA - Recife/PE",False
FC-01165,COHAB,38,04/08/2018 16:30:12,-8.066606,-34.903466,AMEACA,NAO IDENTIFICADO,MULHER CIS,"Rua 302, COHAB - Recife/PE",False
FC-01166,VARZEA,53,24/02/2025 22:49:41,-8.032553,-34.915144,DISPARO,PRETA,HOMEM CIS,"Rua 413, VARZEA - Recife/PE",False
FC-01167,VASCO DA GAMA,27,16/05/2021 19:21:32,-8.05607,-34.876458,HOMICIDIO/TENTATIVA,AMARELA,HOMEM CIS,"Rua 146, VASCO DA GAMA - Recife/PE",False
FC-01168,JAQUEIRA,22,17/09/2020 12:28:07,-8.037864,-34.867846,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,"Rua 485, JAQUEIRA - Recife/PE",False
FC-01169,VARZEA,23,03/03/2022 21:43:19,-8.039117,-34.914031,DISPARO,PARDA,HOMEM CIS,"Rua 442, VARZEA - Recife/PE",False
FC-01170,SAN MARTIN,29,07/04/2024 12:19:20,-8.038499,-34.879601,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 242, SAN MARTIN - Recife/PE",False
FC-01171,COHAB,44,07/03/2019 21:50:10,-8.06763,-34.899864,DISPARO,PRETA,HOMEM CIS,"Rua 313, COHAB - Recife/PE",False
FC-01172,SANTO AMARO,10,25/07/2023 20:14:59,-8.056696,-34.868574,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 479, SANTO AMARO - Recife/PE",False
FC-01173,CAXANGA,20,11/12/2021 16:27:36,-8.023727,-34.916161,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 214, CAXANGA - Recife/PE",False
FC-01174,IBURA,8,15/03/2023 21:01:52,-8.080492,-34.89948,DISPARO,NAO IDENTIFICADO,MULHER CIS,"Rua 107, IBURA - Recife/PE",False
FC-01175,SANTO AMARO,18,11/07/2021 18:47:12,-8.053113,-34.871745,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,"Rua 317, SANTO AMARO - Recife/PE",False
FC-01176,ALTO JOSE DO PINHO,15,24/08/2021 19:02:49,-8.020594,-34.878796,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,MULHER CIS,"Rua 353, ALTO JOSE DO PINHO - Recife/PE",False
FC-01177,JAQUEIRA,10,04/01/2023 01:21:17,-8.041154,-34.863508,OUTRO,NAO IDENTIFICADO,HOMEM CIS,"Rua 225, JAQUEIRA - Recife/PE",False
FC-01178,JARDIM SAO PAULO,52,14/12/2021 21:55:09,-8.00531,-34.858717,TIRO,NAO IDENTIFICADO,HOMEM CIS,"Rua 294, JARDIM SAO PAULO - Recife/PE",False
FC-01179,VARZEA,55,18/05/2024 18:18:44,-8.030217,-34.912963,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 396, VARZEA - Recife/PE",True
FC-01180,TOTOS,20,25/06/2025 16:56:13,-8.038147,-34.865481,TIRO,PRETA,MULHER CIS,"Rua 240, TOTOS - Recife/PE",False
FC-01181,NOVA DESCOBERTA,33,24/10/2020 22:08:07,-8.010647,-34.862362,BRIGA,NAO IDENTIFICADO,HOMEM CIS,"Rua 219, NOVA DESCOBERTA - Recife/PE",False
FC-01182,CORDOARIA,17,12/09/2025 00:27:02,-8.053871,-34.872061,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 448, CORDOARIA - Recife/PE",False
FC-01183,POCO DA PANELA,38,03/12/2023 18:35:49,-8.0306,-34.865335,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 82, POCO DA PANELA - Recife/PE",False
FC-01184,POCO DA PANELA,31,25/04/2023 02:43:27,-8.036594,-34.866704,ROUBO,NAO IDENTIFICADO,MULHER CIS,"Rua 239, POCO DA PANELA - Recife/PE",False
FC-01185,SAN MARTIN,36,19/11/2018 13:33:49,-8.032465,-34.88352,TIRO,PRETA,MULHER CIS,"Rua 420, SAN MARTIN - Recife/PE",False
FC-01186,JAQUEIRA,31,01/07/2023 00:20:27,-8.036078,-34.867631,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,MULHER CIS,"Rua 439, JAQUEIRA - Recife/PE",False
FC-01187,NOVA DESCOBERTA,28,12/10/2023 22:45:55,-8.018898,-34.864302,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 97, NOVA DESCOBERTA - Recife/PE",False
FC-01188,TOTOS,20,25/01/2023 03:22:04,-8.04457,-34.861416,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 162, TOTOS - Recife/PE",False
FC-01189,JARDIM SAO PAULO,41,07/04/2025 21:01:08,-8.004845,-34.854313,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 484, JARDIM SAO PAULO - Recife/PE",False
FC-01190,SAN MARTIN,47,07/12/2024 14:28:28,-8.039327,-34.875288,DISPARO,NAO IDENTIFICADO,MULHER CIS,"Rua 106, SAN MARTIN - Recife/PE",False
FC-01191,TOTOS,26,24/10/2022 17:10:48,-8.034064,-34.864038,BRIGA,NAO IDENTIFICADO,HOMEM CIS,"Rua 482, TOTOS - Recife/PE",False
FC-01192,ALTO JOSE DO PINHO,32,26/02/2020 17:30:16,-8.02381,-34.884139,HOMICIDIO/TENTATIVA,PRETA,HOMEM CIS,"Rua 484, ALTO JOSE DO PINHO - Recife/PE",False
